Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Year_lastUpdated,Current Ver,Android Ver
FAMILY,4.4,412,22,10000,Paid,2.99,Everyone 10+,2016,yes,yes
FAMILY,3.5,2,22,50,Paid,2.99,Everyone,2017,yes,yes
FAMILY,4.3,129603,23,1000000,Paid,2.99,Everyone 10+,2016,yes,yes
MEDICAL,5,3,23,100,Paid,2.99,Everyone,2018,yes,yes
FAMILY,4,248,26,5000,Paid,2.99,Everyone,2018,yes,yes
WEATHER,4.5,3005,26,10000,Paid,2.99,Everyone,2018,yes,yes
WEATHER,4.5,25243,26,100000,Paid,2.99,Everyone,2018,yes,yes
FAMILY,4.7,10,30,1000,Paid,2.99,Everyone,2017,yes,yes
FAMILY,4.2,9659,30,100000,Paid,2.99,Everyone,2017,yes,yes
MEDICAL,4.4,1361,33,50000,Paid,2.99,Everyone,2018,yes,yes
TOOLS,4.4,9,33,50,Paid,2.99,Everyone,2018,yes,yes
FAMILY,4.4,54,33,500,Paid,2.99,Everyone,2018,yes,yes
FAMILY,4.1,313,34,5000,Paid,2.99,Everyone 10+,2016,yes,yes
MAPS_AND_NAVIGATION,4.2,453,36,10000,Paid,2.99,Everyone,2018,yes,yes
FAMILY,4.7,2195,37,10000,Paid,2.99,Everyone,2016,yes,yes
FAMILY,4.6,4421,37,50000,Paid,2.99,Teen,2014,yes,yes
GAME,3.7,8014,37,100000,Paid,2.99,Everyone,2016,yes,yes
MEDICAL,4.4,104,38,1000,Paid,2.99,Teen,2018,yes,yes
FAMILY,4.6,73919,40,500000,Paid,2.99,Teen,2014,yes,yes
FAMILY,4.1,3863,41,100000,Paid,2.99,Everyone,2018,yes,yes
FAMILY,4.4,1516,44,50000,Paid,2.99,Everyone,2017,yes,yes
GAME,4.6,21266,45,100000,Paid,2.99,Teen,2015,yes,yes
FAMILY,4.4,1091,45,50000,Paid,2.99,Everyone,2013,yes,yes
FAMILY,4.1,265,46,10000,Paid,2.99,Everyone,2016,yes,yes
SPORTS,3.6,28,48,500,Paid,2.99,Everyone,2017,yes,yes
SPORTS,4.4,172,49,5000,Paid,2.99,Everyone,2018,yes,yes
GAME,4.6,100805,50,1000000,Paid,2.99,Teen,2014,yes,yes
GAME,4.7,27856,50,100000,Paid,2.99,Teen,2015,yes,yes
ENTERTAINMENT,4.6,3771,53,100000,Paid,2.99,Mature 17+,2018,yes,yes
FAMILY,3.8,4,54,100,Paid,2.99,Everyone,2016,yes,yes
FAMILY,3.8,52,55,10000,Paid,2.99,Everyone,2017,yes,yes
FAMILY,4.2,1013,58,50000,Paid,2.99,Everyone,2017,yes,yes
FAMILY,4.2,1357,58,50000,Paid,2.99,Everyone,2016,yes,yes
FAMILY,4.3,169,60,5000,Paid,2.99,Everyone,2018,yes,yes
GAME,4.4,33661,60,100000,Paid,2.99,Everyone,2018,yes,yes
GAME,4.4,18621,63,100000,Paid,2.99,Everyone,2018,yes,yes
GAME,4.4,18652,63,100000,Paid,2.99,Everyone,2018,yes,yes
FAMILY,4.3,3725,67,100000,Paid,2.99,Everyone,2016,yes,yes
FAMILY,4.5,144,70,1000,Paid,2.99,Teen,2018,yes,yes
FAMILY,3,2,82,500,Paid,2.99,Everyone,2018,yes,yes
FAMILY,4.6,190086,94,1000000,Paid,2.99,Everyone,2018,yes,yes
GAME,4.5,16162,99,100000,Paid,2.99,Teen,2017,yes,yes
TOOLS,3.9,319,0.025,10000,Paid,2.99,Everyone,2017,yes,yes
MEDICAL,4.3,214,0.899,10000,Paid,2.99,Everyone,2012,yes,yes
COMMUNICATION,3.7,197,0.957,10000,Paid,2.99,Everyone,2016,yes,yes
SPORTS,4.2,6,1.3,100,Paid,3.02,Everyone,2017,yes,yes
LIFESTYLE,5,1,1.2,10,Paid,3.04,Everyone,2016,yes,yes
BOOKS_AND_REFERENCE,4.4,47,1.4,1000,Paid,3.08,Everyone,2016,yes,yes
TOOLS,3.9,1417,2.9,10000,Paid,3.28,Everyone,2017,yes,yes
GAME,4.8,265,1.3,1000,Paid,3.49,Everyone,2015,yes,yes
PHOTOGRAPHY,3,1,2.5,10,Paid,3.49,Everyone,2017,yes,yes
SPORTS,4.1,7,3.4,100,Paid,3.49,Everyone,2016,yes,yes
TOOLS,4.8,12700,10,100000,Paid,3.49,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.4,15753,13,100000,Paid,3.49,Everyone,2018,yes,yes
MEDICAL,4.6,156,22,500,Paid,3.49,Everyone,2018,yes,yes
SPORTS,4.6,10,6.1,100,Paid,3.88,Everyone,2013,yes,yes
TOOLS,4.3,33,1,500,Paid,3.99,Everyone,2015,yes,yes
TOOLS,4.3,15,1.2,100,Paid,3.99,Everyone,2014,yes,yes
FAMILY,2.4,7,2.1,100,Paid,3.99,Everyone,2017,yes,yes
TOOLS,4.9,83,3.1,500,Paid,3.99,Everyone,2018,yes,yes
FAMILY,4.5,659,3.3,10000,Paid,3.99,Everyone,2018,yes,yes
TOOLS,4.5,2,3.3,100,Paid,3.99,Everyone,2018,yes,yes
BUSINESS,4.8,726,5.4,1000,Paid,3.99,Everyone,2017,yes,yes
MEDICAL,4.4,15,5.8,1000,Paid,3.99,Everyone,2018,yes,yes
SPORTS,3.6,25,6,1000,Paid,3.99,Everyone,2015,yes,yes
TRAVEL_AND_LOCAL,4.7,213,6.1,5000,Paid,3.99,Everyone,2018,yes,yes
TOOLS,4.3,60,6.9,1000,Paid,3.99,Everyone,2018,yes,yes
FAMILY,4.6,1764,8.3,10000,Paid,3.99,Everyone 10+,2016,yes,yes
MEDICAL,4.6,625,8.4,10000,Paid,3.99,Everyone,2017,yes,yes
WEATHER,4.7,14051,8.7,100000,Paid,3.99,Everyone,2018,yes,yes
FAMILY,4.4,3396,9.5,50000,Paid,3.99,Everyone,2014,yes,yes
FAMILY,4.4,3397,9.5,50000,Paid,3.99,Everyone,2014,yes,yes
FAMILY,4.7,429,12,10000,Paid,3.99,Everyone,2018,yes,yes
GAME,4.4,11023,16,100000,Paid,3.99,Teen,2018,yes,yes
GAME,4.5,100,17,1000,Paid,3.99,Everyone,2016,yes,yes
MEDICAL,3.2,45,21,5000,Paid,3.99,Everyone,2017,yes,yes
FAMILY,4.8,17,23,100,Paid,3.99,Mature 17+,2017,yes,yes
EDUCATION,4.7,31085,24,500000,Paid,3.99,Everyone,2018,yes,yes
EDUCATION,4.7,3528,24,100000,Paid,3.99,Everyone,2018,yes,yes
FAMILY,4.7,31100,24,500000,Paid,3.99,Everyone,2018,yes,yes
FAMILY,4.6,20463,25,100000,Paid,3.99,Everyone 10+,2018,yes,yes
FAMILY,4.5,1985,28,10000,Paid,3.99,Everyone 10+,2018,yes,yes
HEALTH_AND_FITNESS,4.6,1026,29,10000,Paid,3.99,Everyone,2018,yes,yes
LIFESTYLE,4.1,124,37,5000,Paid,3.99,Everyone,2018,yes,yes
FAMILY,4.2,8,44,1000,Paid,3.99,Everyone,2018,yes,yes
FAMILY,4.3,560,44,10000,Paid,3.99,Everyone,2015,yes,yes
GAME,3.8,499,47,10000,Paid,3.99,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,5,12,50,100,Paid,3.99,Everyone,2016,yes,yes
MEDICAL,4.2,33,53,1000,Paid,3.99,Everyone,2018,yes,yes
EDUCATION,4.9,11,63,1000,Paid,3.99,Everyone,2017,yes,yes
FAMILY,4.2,96,79,5000,Paid,3.99,Everyone,2018,yes,yes
FAMILY,4.5,253,83,10000,Paid,3.99,Everyone,2016,yes,yes
COMMUNICATION,4.5,5474,0.017,100000,Paid,3.99,Everyone,2014,yes,yes
FINANCE,4.4,31,0.206,1000,Paid,3.99,Everyone,2018,yes,yes
PERSONALIZATION,4.2,35,0.024,1000,Paid,3.99,Everyone,2016,yes,yes
COMMUNICATION,4.4,9,0.051,500,Paid,3.99,Everyone,2017,yes,yes
MEDICAL,4.3,35,0.862,5000,Paid,3.99,Everyone,2014,yes,yes
FINANCE,4.2,23,0.954,500,Paid,3.99,Everyone,2016,yes,yes
PRODUCTIVITY,4.6,84,23,1000,Paid,4.29,Mature 17+,2016,yes,yes
GAME,3.3,19,1.6,100,Paid,4.49,Everyone,2015,yes,yes
GAME,4.4,17,4.8,500,Paid,4.49,Everyone,2018,yes,yes
WEATHER,4.8,17493,11,100000,Paid,4.49,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,4.7,1340,11,10000,Paid,4.49,Everyone,2018,yes,yes
PRODUCTIVITY,4.8,5865,15,100000,Paid,4.49,Everyone,2018,yes,yes
FAMILY,4.1,89,33,5000,Paid,4.49,Everyone,2017,yes,yes
TOOLS,4.5,57076,35,100000,Paid,4.49,Everyone,2018,yes,yes
SPORTS,4.4,55,63,1000,Paid,4.49,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,3.4,116,48,5000,Paid,4.6,Everyone,2016,yes,yes
FAMILY,3.8,2925,93,50000,Paid,4.77,Teen,2018,yes,yes
FAMILY,4.1,135,4.9,1000,Paid,4.84,Everyone,2014,yes,yes
FAMILY,3.9,1615,1.2,10000,Paid,4.99,Everyone,2016,yes,yes
MEDICAL,4.7,25,1.2,1000,Paid,4.99,Everyone,2016,yes,yes
HEALTH_AND_FITNESS,3.8,76,1.2,1000,Paid,4.99,Everyone,2015,yes,yes
COMMUNICATION,3.7,166,2,5000,Paid,4.99,Everyone,2017,yes,yes
FOOD_AND_DRINK,4.1,1268,2.3,50000,Paid,4.99,Everyone,2018,yes,yes
TOOLS,3.7,770,2.4,10000,Paid,4.99,Everyone,2016,yes,yes
PHOTOGRAPHY,4,1,2.6,10,Paid,4.99,Everyone,2017,yes,yes
COMMUNICATION,4.5,88,3.7,500,Paid,4.99,Everyone,2018,yes,yes
GAME,4.1,1468,4.9,10000,Paid,4.99,Teen,2018,yes,yes
FAMILY,4.2,2557,5.8,50000,Paid,4.99,Everyone 10+,2016,yes,yes
BUSINESS,4.7,11442,6.8,100000,Paid,4.99,Everyone,2018,yes,yes
FAMILY,4.4,854,6.9,10000,Paid,4.99,Everyone,2015,yes,yes
BUSINESS,4.4,244,6.9,1000,Paid,4.99,Everyone,2017,yes,yes
PRODUCTIVITY,3,5,7,100,Paid,4.99,Everyone,2014,yes,yes
FAMILY,4.6,7420,7.4,50000,Paid,4.99,Teen,2014,yes,yes
GAME,4.4,17988,7.9,100000,Paid,4.99,Teen,2018,yes,yes
FAMILY,4.1,10758,8,100000,Paid,4.99,Everyone 10+,2015,yes,yes
PARENTING,4.7,8343,8.3,50000,Paid,4.99,Everyone,2018,yes,yes
GAME,4.5,413,9.1,1000,Paid,4.99,Everyone,2017,yes,yes
GAME,4.6,87766,12,1000000,Paid,4.99,Everyone,2016,yes,yes
MEDICAL,4.2,45,14,1000,Paid,4.99,Everyone,2015,yes,yes
GAME,4.5,18125,15,100000,Paid,4.99,Everyone,2018,yes,yes
FAMILY,4.5,359,17,5000,Paid,4.99,Everyone,2015,yes,yes
FAMILY,4.3,726,19,5000,Paid,4.99,Everyone,2016,yes,yes
GAME,4,630,20,10000,Paid,4.99,Everyone,2016,yes,yes
FINANCE,1.7,21,21,100,Paid,4.99,Everyone,2017,yes,yes
TOOLS,3,19,22,1000,Paid,4.99,Everyone,2016,yes,yes
FAMILY,5,1,27,100,Paid,4.99,Everyone,2018,yes,yes
FAMILY,3.9,11,27,500,Paid,4.99,Everyone,2018,yes,yes
GAME,4.6,18,31,100,Paid,4.99,Mature 17+,2018,yes,yes
LIFESTYLE,4.3,206,32,1000,Paid,4.99,Everyone,2018,yes,yes
GAME,4.6,9394,33,100000,Paid,4.99,Everyone,2017,yes,yes
GAME,4.6,1475,34,10000,Paid,4.99,Teen,2018,yes,yes
GAME,4.5,1692,36,10000,Paid,4.99,Everyone,2018,yes,yes
BUSINESS,4.8,10295,39,100000,Paid,4.99,Everyone,2017,yes,yes
GAME,4.1,4107,40,50000,Paid,4.99,Everyone,2015,yes,yes
FAMILY,4.3,56444,43,500000,Paid,4.99,Everyone,2017,yes,yes
FAMILY,4.5,2576,44,10000,Paid,4.99,Everyone,2018,yes,yes
FAMILY,4.4,1771,46,10000,Paid,4.99,Teen,2016,yes,yes
GAME,4.9,21119,48,100000,Paid,4.99,Everyone,2018,yes,yes
SPORTS,3.9,654,50,10000,Paid,4.99,Everyone,2017,yes,yes
FAMILY,4.8,51068,57,100000,Paid,4.99,Teen,2018,yes,yes
FAMILY,5,1,63,10,Paid,4.99,Everyone,2018,yes,yes
FAMILY,4.2,214,67,5000,Paid,4.99,Everyone,2017,yes,yes
FAMILY,4.7,185,72,1000,Paid,4.99,Everyone,2018,yes,yes
FAMILY,2.9,10,73,100,Paid,4.99,Everyone,2017,yes,yes
GAME,4.4,7412,84,100000,Paid,4.99,Teen,2018,yes,yes
GAME,4.5,10440,86,50000,Paid,4.99,Teen,2018,yes,yes
TOOLS,2.9,33,0.141,1000,Paid,4.99,Everyone,2015,yes,yes
TOOLS,3.5,138,0.141,5000,Paid,4.99,Everyone,2015,yes,yes
TOOLS,2.8,130,0.143,5000,Paid,4.99,Everyone,2015,yes,yes
TOOLS,2.9,164,0.144,5000,Paid,4.99,Everyone,2015,yes,yes
TOOLS,3.3,257,0.16,5000,Paid,4.99,Everyone,2015,yes,yes
TOOLS,2.7,168,0.17,5000,Paid,4.99,Everyone,2015,yes,yes
PERSONALIZATION,4.7,23802,0.173,100000,Paid,4.99,Everyone,2016,yes,yes
TOOLS,4.5,1034,0.196,5000,Paid,4.99,Everyone,2013,yes,yes
PERSONALIZATION,4.1,47,0.026,1000,Paid,4.99,Everyone,2016,yes,yes
PERSONALIZATION,4.1,131,0.027,1000,Paid,4.99,Everyone,2015,yes,yes
PHOTOGRAPHY,4.4,1302,0.058,10000,Paid,4.99,Everyone,2015,yes,yes
FAMILY,5,1,0.655,10,Paid,4.99,Everyone,2013,yes,yes
TOOLS,3.9,7,0.081,100,Paid,4.99,Everyone,2011,yes,yes
MEDICAL,4.6,129,2.9,10000,Paid,5.49,Everyone,2018,yes,yes
TOOLS,3.3,6,1.5,100,Paid,5.99,Everyone,2018,yes,yes
MEDICAL,4.6,87,2.8,500,Paid,5.99,Everyone,2017,yes,yes
TOOLS,3.8,131,3.3,1000,Paid,5.99,Everyone,2017,yes,yes
MEDICAL,4.6,717,5.4,5000,Paid,5.99,Everyone,2018,yes,yes
FAMILY,4.2,146,20,5000,Paid,5.99,Teen,2016,yes,yes
EDUCATION,4.7,21,44,1000,Paid,5.99,Everyone,2017,yes,yes
FAMILY,4.7,21,44,1000,Paid,5.99,Everyone,2017,yes,yes
PHOTOGRAPHY,4.4,49553,48,1000000,Paid,5.99,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,4.2,238,67,10000,Paid,5.99,Everyone,2018,yes,yes
GAME,4.6,10795,69,100000,Paid,5.99,Everyone,2017,yes,yes
MEDICAL,3.9,10,0.378,1000,Paid,5.99,Everyone,2015,yes,yes
LIFESTYLE,4.5,23966,0.872,1000000,Paid,5.99,Everyone,2018,yes,yes
PRODUCTIVITY,3.4,16,0.293,100,Paid,6.49,Everyone,2014,yes,yes
WEATHER,3.8,30,2,1000,Paid,6.99,Everyone,2015,yes,yes
GAME,4.5,514,5.9,5000,Paid,6.99,Teen,2018,yes,yes
DATING,2.6,57,6.2,1000,Paid,6.99,Everyone,2017,yes,yes
GAME,4.6,144,6.3,1000,Paid,6.99,Everyone,2018,yes,yes
GAME,4.4,348962,26,1000000,Paid,6.99,Mature 17+,2015,yes,yes
HEALTH_AND_FITNESS,4.7,416,34,10000,Paid,6.99,Everyone,2018,yes,yes
MEDICAL,4.8,12,44,100,Paid,6.99,Everyone,2014,yes,yes
GAME,4.2,13004,46,100000,Paid,6.99,Teen,2016,yes,yes
PERSONALIZATION,4.1,324,0.313,5000,Paid,6.99,Everyone,2017,yes,yes
MEDICAL,4.2,9,95,1000,Paid,7.49,Everyone,2017,yes,yes
PRODUCTIVITY,4.5,112,2.4,1000,Paid,7.99,Everyone,2017,yes,yes
HEALTH_AND_FITNESS,4.4,35,2.4,1000,Paid,7.99,Everyone,2018,yes,yes
FAMILY,4.5,15924,4.2,100000,Paid,7.99,Teen,2017,yes,yes
GAME,4.4,1644,15,10000,Paid,7.99,Everyone,2017,yes,yes
DATING,3.5,2,17,100,Paid,7.99,Mature 17+,2017,yes,yes
LIFESTYLE,4.6,6477,20,10000,Paid,7.99,Everyone,2018,yes,yes
MEDICAL,4.5,492,39,10000,Paid,7.99,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,3.7,40,9,1000,Paid,8.49,Everyone,2016,yes,yes
PRODUCTIVITY,3.1,19,4.5,500,Paid,8.99,Everyone,2016,yes,yes
BUSINESS,3.6,5,6.8,50,Paid,8.99,Everyone,2018,yes,yes
MEDICAL,4.2,1135,12,100000,Paid,9,Everyone,2018,yes,yes
FAMILY,4.7,7,1.2,100,Paid,9.99,Everyone,2013,yes,yes
MEDICAL,4.4,17,1.8,1000,Paid,9.99,Everyone 10+,2018,yes,yes
PHOTOGRAPHY,4.8,130,4.4,1000,Paid,9.99,Everyone,2018,yes,yes
PERSONALIZATION,4.3,881,5.9,10000,Paid,9.99,Everyone,2018,yes,yes
FAMILY,3.8,11250,6.3,100000,Paid,9.99,Everyone 10+,2018,yes,yes
FAMILY,4.5,20101,7.8,100000,Paid,9.99,Teen,2015,yes,yes
MEDICAL,2.6,41,14,1000,Paid,9.99,Everyone,2015,yes,yes
GAME,4.5,38207,15,100000,Paid,9.99,Teen,2015,yes,yes
FAMILY,4.3,5442,16,50000,Paid,9.99,Teen,2018,yes,yes
MEDICAL,4.6,395,19,1000,Paid,9.99,Everyone,2018,yes,yes
FAMILY,4.2,13752,21,100000,Paid,9.99,Mature 17+,2017,yes,yes
MEDICAL,4.5,63,25,10000,Paid,9.99,Everyone,2016,yes,yes
MAPS_AND_NAVIGATION,3.3,3,26,100,Paid,9.99,Everyone,2016,yes,yes
FAMILY,4.2,1661,63,10000,Paid,9.99,Everyone,2018,yes,yes
FAMILY,4.8,171,1,1000,Paid,10,Everyone,2016,yes,yes
MEDICAL,4.5,171,20,10000,Paid,10,Everyone 10+,2017,yes,yes
FAMILY,3.4,159,3.1,1000,Paid,10.99,Teen,2018,yes,yes
MEDICAL,3.6,25,0.266,1000,Paid,10.99,Everyone,2016,yes,yes
MEDICAL,4.5,199,1.8,10000,Paid,11.99,Everyone,2018,yes,yes
MEDICAL,4.1,1533,42,50000,Paid,11.99,Mature 17+,2014,yes,yes
MEDICAL,4.4,8,6.5,100,Paid,12.99,Everyone,2018,yes,yes
FAMILY,4.3,10,20,100,Paid,12.99,Everyone,2018,yes,yes
FAMILY,4.6,5969,31,10000,Paid,12.99,Everyone,2018,yes,yes
FAMILY,4.3,8450,1.1,100000,Paid,13.99,Everyone,2017,yes,yes
GAME,4.6,17,4.7,100,Paid,14,Teen,2017,yes,yes
TOOLS,4.3,255,1.6,5000,Paid,14.99,Everyone,2018,yes,yes
MEDICAL,4,15,5,1000,Paid,14.99,Everyone,2018,yes,yes
FAMILY,4.7,1647,16,10000,Paid,14.99,Everyone,2017,yes,yes
FAMILY,4.7,1667,17,10000,Paid,14.99,Teen,2018,yes,yes
FAMILY,4.4,3358,17,100000,Paid,14.99,Everyone,2018,yes,yes
FAMILY,4.8,4,23,10,Paid,14.99,Teen,2018,yes,yes
MEDICAL,4.1,80,48,5000,Paid,14.99,Everyone,2013,yes,yes
TOOLS,3.9,47,0.27,1000,Paid,14.99,Everyone,2014,yes,yes
MEDICAL,3.4,35,24,1000,Paid,15.46,Everyone,2015,yes,yes
MEDICAL,4.7,11,100,500,Paid,15.99,Everyone,2018,yes,yes
MEDICAL,4.4,12,3.8,1000,Paid,16.99,Everyone,2017,yes,yes
GAME,3.8,252,11,10000,Paid,16.99,Teen,2015,yes,yes
GAME,4.6,4108,13,10000,Paid,17.99,Everyone 10+,2015,yes,yes
BUSINESS,2.9,28,20,500,Paid,17.99,Everyone,2017,yes,yes
FINANCE,4.6,459,2,10000,Paid,18.99,Everyone,2018,yes,yes
FAMILY,4.7,54,50,1000,Paid,19.4,Everyone,2017,yes,yes
PHOTOGRAPHY,3.5,77,1.2,1000,Paid,19.99,Everyone,2016,yes,yes
MEDICAL,4.8,12,18,1000,Paid,19.99,Everyone,2017,yes,yes
FAMILY,4.5,7812,27,50000,Paid,19.99,Everyone 10+,2017,yes,yes
FAMILY,5,1,40,10,Paid,19.99,Everyone,2014,yes,yes
MEDICAL,4.5,2921,25,100000,Paid,24.99,Everyone,2018,yes,yes
MEDICAL,4.2,168,25,10000,Paid,24.99,Everyone,2017,yes,yes
MEDICAL,4.5,2923,25,100000,Paid,24.99,Everyone,2018,yes,yes
MEDICAL,3.4,51,2.4,1000,Paid,29.99,Everyone,2014,yes,yes
SPORTS,4.1,3387,25,50000,Paid,29.99,Everyone,2018,yes,yes
MEDICAL,4.2,64,41,1000,Paid,29.99,Everyone,2015,yes,yes
FAMILY,5,1,96,10,Paid,29.99,Mature 17+,2016,yes,yes
MEDICAL,3.5,214,68,1000,Paid,33.99,Everyone,2017,yes,yes
LIFESTYLE,4.2,134,1.8,1000,Paid,37.99,Everyone,2017,yes,yes
MEDICAL,4,6,1.3,100,Paid,39.99,Everyone,2018,yes,yes
MEDICAL,4.6,92,32,1000,Paid,79.99,Everyone,2018,yes,yes
LIFESTYLE,3.8,411,2.6,10000,Paid,299.99,Everyone,2018,yes,yes
LIFESTYLE,2.9,41,2.9,1000,Paid,379.99,Everyone,2018,yes,yes
FAMILY,3.6,217,4.9,10000,Paid,389.99,Everyone,2018,yes,yes
FAMILY,4.3,6,1.5,100,Paid,399.99,Everyone,2018,yes,yes
LIFESTYLE,3.8,3547,1.8,100000,Paid,399.99,Everyone,2018,yes,yes
FAMILY,4.4,201,2.7,5000,Paid,399.99,Everyone,2017,yes,yes
FINANCE,4.1,129,2.7,1000,Paid,399.99,Teen,2017,yes,yes
FINANCE,4.3,180,3.8,5000,Paid,399.99,Everyone,2018,yes,yes
FINANCE,4.1,1867,4.7,50000,Paid,399.99,Everyone,2017,yes,yes
FAMILY,4,856,8.7,10000,Paid,399.99,Everyone,2018,yes,yes
FINANCE,3.8,93,22,1000,Paid,399.99,Everyone,2017,yes,yes
LIFESTYLE,3.8,718,26,10000,Paid,399.99,Everyone,2018,yes,yes
FINANCE,4,36,41,1000,Paid,399.99,Everyone,2018,yes,yes
FINANCE,3.5,472,0.965,5000,Paid,399.99,Everyone,2017,yes,yes
LIFESTYLE,3.6,275,7.3,10000,Paid,400,Everyone,2018,yes,yes
